"pcp-dstat 5.0.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","29 Sep 2022 12:38:22 UTC"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
29-09 12:38:31,19.253,2.750,73.511,3.250,0,942148,778004,139248,6063396,2812.422,1728.259,200.030,668.100,12.002,19.003,1064,1535,1.480,1.210,0.800,0,1,0,0,0,12,4,5,8,0
29-09 12:38:32,19.996,3.749,73.484,1.750,0.250,977184,741792,139612,6064204,4756.992,1801.618,439.907,0,24.995,0,968,1514,1.480,1.210,0.800,1,0,2.000,0,0,12,4,5,8,0
29-09 12:38:33,24.502,2.000,73.006,0.250,0,992708,726060,139624,6064316,3931.330,2222.187,4.000,1604.135,1.000,22.002,1051,1417,1.440,1.200,0.800,1,0,0,0,0,12,4,5,8,0
29-09 12:38:34,15.252,6.001,68.008,8.501,0,1018836,695480,140548,6067708,21982.638,19291.315,12.001,12905.549,1.000,1389.167,8361,14755,1.440,1.200,0.800,1,1,16.002,0,0,12,6,6,8,0
29-09 12:38:35,16.259,6.754,63.033,11.506,0,1023492,684856,141700,6072364,35018.595,14070.471,0,22055.712,0,1981.052,11259,18481,1.440,1.200,0.800,1,0,40.021,0,0,12,6,6,8,0
29-09 12:38:36,18.750,6.250,68.999,4.750,0,938668,767800,142120,6073752,23034.516,9369.803,0,5979.874,0,776.984,5722,9390,1.440,1.200,0.800,1,0,65.999,0,0,12,4,6,8,0
29-09 12:38:37,22.257,4.001,73.273,0,0,975440,730972,142120,6073804,3330.052,1802.570,0,0,0,0,1106,1452,1.440,1.200,0.800,1,0,22.007,0,0,12,4,6,8,0
29-09 12:38:38,22.510,3.502,73.784,0,0,1021772,684636,142120,6073808,3509.597,1944.885,0,0,0,0,967,1229,1.400,1.200,0.800,1,0,0,0,0,12,4,6,8,0
29-09 12:38:39,25.504,1.250,71.762,0.500,0,937672,768724,142240,6073700,10514.693,3900.628,0,7221.163,0,384.062,1876,2844,1.400,1.200,0.800,1,0,11.002,0,0,12,4,6,8,0
29-09 12:38:40,24.210,2.246,71.881,0.749,0.250,984024,722160,142320,6073832,5056.601,2014.654,0,7044.299,0,408.322,1898,2832,1.400,1.200,0.800,1,0,0.998,0,0,12,4,6,8,0
29-09 12:38:41,24.501,2.500,71.753,1.000,0,1021420,684612,142468,6073836,4050.174,2060.089,0,7100.305,0,403.017,1949,2873,1.400,1.200,0.800,2,0,0,0,0,12,4,6,8,0
29-09 12:38:42,22.016,5.754,69.800,1.251,0,939400,766472,142620,6073840,3363.391,1729.229,0,7257.160,0,399.284,2417,3768,1.400,1.200,0.800,2,0,75.053,0,0,12,4,6,8,0
29-09 12:38:43,11.001,18.752,69.506,0,0,939292,766512,142636,6073864,3453.280,1944.157,0,512.041,0,32.003,2746,4403,1.450,1.210,0.810,2,0,306.025,0,0,12,4,6,8,0
29-09 12:38:44,10.499,20.248,67.993,0.250,0,938976,766736,142644,6073928,4575.506,1769.809,0,215.977,0,16.998,2490,3733,1.450,1.210,0.810,1,0,281.970,0,0,12,4,6,8,0
29-09 12:38:45,24.750,13.500,60.999,0,0,939620,766000,142644,6074260,4793.928,1943.971,0,4.000,0,1.000,2944,6497,1.450,1.210,0.810,1,0,69.999,0,0,12,4,6,8,0
29-09 12:38:46,40.795,16.518,42.046,0.250,0,1019700,685392,142644,6074704,4102.525,2310.549,340.375,0,5.006,0,2097,3959,1.450,1.210,0.810,2,0,146.161,0,0,12,5,6,8,0
29-09 12:38:47,45.002,5.500,48.752,0,0,1091220,613700,142660,6074892,4540.222,1728.085,20.001,48.002,4.000,2.000,1097,1291,1.450,1.210,0.810,2,0,0,0,0,12,5,6,8,0
29-09 12:38:48,46.755,3.500,49.256,0,0,1123332,580576,142676,6075672,2994.335,1728.194,352.039,388.043,4.000,38.004,1090,1125,1.500,1.230,0.810,2,0,0,0,0,12,5,6,8,0
29-09 12:38:49,49.728,5.997,44.231,0.250,0,1147616,553936,142772,6077712,6396.192,1875.177,0,611.731,0,2.999,1339,4116,1.500,1.230,0.810,2,0,0,0,0,12,5,6,8,0
29-09 12:38:50,23.979,14.487,60.197,0.500,0,1178904,521904,142812,6078172,15627.357,2539.783,15.986,4723.876,3.997,139.878,2740,5051,1.500,1.230,0.810,1,0,147.871,0,0,12,4,6,9,0
29-09 12:38:51,22.752,3.500,73.505,0,0,1225520,475284,142812,6078176,23339.610,1890.130,0,0,0,0,1226,1218,1.500,1.230,0.810,1,0,0,0,0,12,4,5,9,0
29-09 12:38:52,23.250,2.250,73.500,0,0,1244704,456092,142812,6078184,7357.029,1566.006,0,0,0,0,954,1272,1.500,1.230,0.810,1,0,2.000,0,0,12,4,5,9,0
29-09 12:38:53,23.274,3.754,69.822,1.001,0,1242764,457740,142916,6078376,65060.468,63970.337,16.017,1605.665,2.002,165.171,2932,5115,1.460,1.220,0.810,1,0,1.001,0,0,12,10,5,7,0
29-09 12:38:54,22.750,4.500,72.500,0.500,0.250,1173324,527032,142956,6078484,4279.991,2454.995,0,2247.996,0,133.000,1652,2444,1.460,1.220,0.810,1,0,44.000,0,0,12,4,5,9,0
29-09 12:38:55,19.480,3.247,73.673,2.997,0,1192396,507660,142964,6078776,3697.155,1888.036,83.913,2853.033,7.992,37.961,1082,1325,1.460,1.220,0.810,0,1,0,0,0,12,4,5,9,0
29-09 12:38:56,21.496,2.500,72.988,3.000,0,1210704,488904,143356,6078692,80385.817,78660.100,419.931,879.856,18.997,16.997,1717,2625,1.460,1.220,0.810,1,1,2.000,0,0,12,16,5,10,0
29-09 12:38:57,12.751,1.750,73.504,11.751,0,1218008,480716,143748,6079152,47794.724,44793.553,552.031,492.028,51.003,6.000,1262,1833,1.460,1.220,0.810,2,0,2.000,0,0,12,29,5,10,0
29-09 12:38:58,21.252,4.500,73.006,0,0,1190264,508428,143748,6079164,5909.502,2845.242,0,0,0,0,1190,1624,1.420,1.220,0.820,2,0,45.004,0,0,12,28,5,10,0
29-09 12:38:59,23.000,4.250,73.499,0,0,1219280,479400,143748,6079176,25146.522,23068.562,0,179.997,0,4.000,1031,1424,1.420,1.220,0.820,3,0,0,0,0,12,28,5,10,0
29-09 12:39:00,24.503,12.752,60.008,0.750,0,1183600,515056,143748,6079200,42131.730,39303.345,0,3468.472,0,330.045,2453,2899,1.420,1.220,0.820,2,0,202.027,0,0,12,28,5,10,0
29-09 12:39:01,43.278,6.254,49.532,0,0,1244528,454096,143748,6079216,3336.145,1987.278,0,0,0,0,1115,1321,1.420,1.220,0.820,2,0,2.001,0,0,12,28,5,10,0
29-09 12:39:02,46.455,5.245,47.953,0.250,0,1289684,408920,143748,6079232,132467.976,129716.656,0,119.883,0,6.993,1857,2986,1.420,1.220,0.820,2,0,2.997,0,0,12,31,5,11,0
29-09 12:39:03,45.496,6.749,45.746,0.250,0,1293780,404748,143772,6079356,629661.108,620137.908,0,723.939,0,43.996,4880,9452,1.470,1.230,0.820,2,0,1.000,0,0,12,33,5,12,0
29-09 12:39:04,53.322,27.287,19.526,0,0,1253312,445148,143772,6079424,52434.367,22414.080,0,36.048,0,9.012,2723,4172,1.470,1.230,0.820,5,0,430.578,0,0,12,32,5,12,0
29-09 12:39:05,86.009,13.501,0,0,0,1388372,310024,143772,6079468,20016.022,18541.873,0,976.099,0,19.002,1904,2395,1.470,1.230,0.820,9,0,133.013,0,0,12,33,5,12,0
29-09 12:39:06,84.740,13.748,1.500,0,0,1499752,198376,143828,6079660,632690.608,631224.778,0,623.928,0,39.995,4953,9510,1.470,1.230,0.820,5,0,13.998,0,0,12,35,5,12,0
29-09 12:39:07,75.623,15.474,7.737,0,0,1315160,382880,143972,6079596,474325.505,472172.112,0,846.582,0,97.836,4567,9627,1.470,1.230,0.820,4,0,199.666,0,0,12,33,5,13,0
29-09 12:39:08,47.776,8.755,43.024,0,0,1221192,476660,144016,6079736,162932.264,161527.486,0,380.211,0,35.019,2430,4766,1.510,1.240,0.830,4,0,109.060,0,0,12,32,5,13,0
29-09 12:39:09,44.994,5.749,48.993,0.250,0,1280956,416844,144028,6079772,102136.314,101256.432,0,207.972,0,15.998,1692,2717,1.510,1.240,0.830,3,0,3.999,0,0,12,33,5,13,0
29-09 12:39:10,44.984,6.248,48.983,0,0,1299416,398196,144048,6079936,371914.458,371134.732,0,251.912,0,16.994,2309,6026,1.510,1.240,0.830,2,0,0,0,0,12,32,5,13,0
29-09 12:39:11,23.262,9.755,65.034,0.250,0,1181384,516176,144064,6079968,151589.827,149875.935,0,340.177,0,26.014,2591,4632,1.510,1.240,0.830,2,0,141.073,0,0,12,32,5,13,0
29-09 12:39:12,22.499,2.750,73.246,0,0.250,1216828,480724,144068,6079972,3997.788,1943.897,0,151.992,0,8.000,1070,1491,1.510,1.240,0.830,2,0,3.000,0,0,12,32,5,13,0
29-09 12:39:13,22.746,3.249,72.487,0,0,1241048,456468,144088,6079988,92293.941,60305.507,0,215.962,0,15.997,1775,2017,1.470,1.240,0.830,2,0,0,0,0,12,33,5,14,0
29-09 12:39:14,20.006,9.003,69.772,0.250,0,1179656,517832,144120,6079984,143435.322,141543.737,0,844.261,0,60.019,2743,4903,1.470,1.240,0.830,3,0,138.043,0,0,12,32,5,14,0
29-09 12:39:15,21.998,23.248,52.996,0.250,0,1175204,522208,144132,6080048,4951.609,3159.750,0,627.950,0,31.997,3285,8274,1.470,1.240,0.830,3,0,363.971,0,0,12,32,5,15,0
29-09 12:39:16,38.792,32.535,27.530,0,0,1238240,459124,144164,6080064,3482.768,1729.872,0,588.637,0,43.047,2522,4845,1.470,1.240,0.830,5,0,614.665,0,0,12,32,5,11,0
29-09 12:39:17,86.497,13.749,0,0,0,1380072,317192,144216,6080112,3286.875,2017.923,0,3359.872,0,165.994,2217,2964,1.470,1.240,0.830,5,0,125.995,0,0,12,32,5,11,0
29-09 12:39:18,88.764,10.502,0.250,0,0,1488992,208004,144240,6080356,375867.259,373702.924,0,216.033,0,22.003,2887,5059,1.750,1.300,0.850,7,0,0,0,0,12,35,5,12,0
29-09 12:39:19,59.924,8.240,30.212,0,0,1500892,195904,144272,6080492,929007.734,925644.985,0,315.601,0,27.965,5575,12668,1.750,1.300,0.850,2,0,0,0,0,12,37,5,14,0
29-09 12:39:20,60.251,8.250,31.751,0,0,1456740,240040,144304,6080472,659346.868,657907.842,0,336.006,0,34.001,4587,9592,1.750,1.300,0.850,7,0,19.000,0,0,12,35,5,16,0
29-09 12:39:21,77.837,18.521,2.753,0,0,1337552,359004,144336,6080664,535776.319,506832.104,0,1477.645,0,31.035,4664,9302,1.750,1.300,0.850,7,0,249.277,0,0,12,32,5,16,0
29-09 12:39:22,88.004,11.751,0,0,0,1427324,269096,144344,6080768,60597.090,52419.673,0,128.007,0,6.000,1960,2488,1.750,1.300,0.850,7,0,44.002,0,0,12,32,5,16,0
29-09 12:39:23,85.513,14.002,0.250,0,0,1465624,230640,144388,6080880,594195.724,591358.295,0,288.043,0,27.004,3832,7524,2.010,1.360,0.880,11,0,34.005,0,0,12,34,5,16,0
29-09 12:39:24,86.482,12.497,1.000,0,0,1422664,273100,144516,6081244,1002525.480,1001325.727,0,771.841,0,81.983,5176,11827,2.010,1.360,0.880,7,0,68.986,0,0,12,35,5,16,0
29-09 12:39:25,83.758,14.501,1.000,0,0,1392456,303136,144588,6081336,828164.645,826689.496,0,652.066,0,57.006,4516,10435,2.010,1.360,0.880,8,0,122.012,0,0,12,32,5,16,0
29-09 12:39:26,87.227,12.247,0,0,0,1454028,241452,144636,6081396,481266.871,477956.731,0,4702.777,0,88.977,3270,6822,2.010,1.360,0.880,7,0,67.982,0,0,12,34,5,16,0
29-09 12:39:27,85.767,13.753,0.500,0,0,1482332,212888,144664,6081612,537048.799,531995.803,0,304.060,0,20.004,3595,7400,2.010,1.360,0.880,6,0,58.011,0,0,12,35,5,16,0
29-09 12:39:28,74.849,20.209,4.241,0,0,1391064,302916,144740,6082776,1146395.428,1145018.208,0,866.251,0,73.851,5652,16812,2.090,1.390,0.890,9,0,438.115,0,0,12,35,5,16,0
29-09 12:39:29,84.432,14.782,0.752,0,0,1368052,325684,144812,6082940,683090.327,679924.518,0,625.345,0,45.097,3234,9649,2.090,1.390,0.890,7,0,166.358,0,0,12,32,5,16,0
29-09 12:39:30,84.999,13.250,1.250,0,0,1416000,277636,144828,6083016,285282.003,284016.012,0,311.998,0,17.000,3204,6063,2.090,1.390,0.890,8,0,89.999,0,0,12,33,5,14,0
29-09 12:39:31,63.433,9.740,26.472,0.250,0,1377184,316236,144884,6083172,987246.519,985927.916,0,663.297,0,39.958,6464,13696,2.090,1.390,0.890,6,0,0.999,0,0,12,34,5,16,0
29-09 12:39:32,75.018,20.437,2.742,0,0,1329564,363724,144936,6083252,518861.567,501511.318,0,622.073,0,48.849,3308,9142,2.090,1.390,0.890,7,0,279.135,0,0,12,33,5,16,0
29-09 12:39:33,88.100,12.048,0,0,0,1376124,316932,144952,6083460,221616.260,202970.198,0,208.829,0,14.056,2571,3926,2.320,1.450,0.910,7,0,40.160,0,0,12,32,5,16,0
29-09 12:39:34,80.517,11.752,7.001,0,0,1377968,314860,145036,6083600,848296.991,845470.394,0,540.114,0,47.010,4658,12039,2.320,1.450,0.910,7,0,82.017,0,0,12,34,5,17,0
29-09 12:39:35,71.724,20.742,6.498,0.250,0,1323424,369196,145144,6083696,715173.531,713427.172,0,695.745,0,56.979,4670,11835,2.320,1.450,0.910,6,0,287.894,0,0,12,32,5,18,0
29-09 12:39:36,85.257,14.501,0,0,0,1413912,278472,145156,6083916,55778.797,52583.522,0,556.048,0,54.005,1963,2291,2.320,1.450,0.910,6,0,22.002,0,0,12,32,5,18,0
29-09 12:39:37,84.965,11.245,3.499,0.250,0,1505688,186544,145256,6083972,746711.368,745335.940,0,535.777,0,50.979,4652,10525,2.320,1.450,0.910,5,0,0,0,0,12,35,5,18,0
29-09 12:39:38,71.542,21.763,5.503,0,0,1426252,265476,145332,6084400,1125754.698,1123699.477,0,636.378,0,44.026,5317,13947,2.700,1.540,0.940,8,0,295.175,0,0,12,34,5,18,1
29-09 12:39:39,84.256,15.001,0.750,0,0,1337136,354560,145380,6084376,397310.414,395686.302,0,328.023,0,31.002,3033,7038,2.700,1.540,0.940,5,0,142.010,0,0,12,32,5,18,0
29-09 12:39:40,82.741,14.998,2.500,0,0,1363812,327568,145464,6084600,458229.053,455248.378,0,443.952,0,39.996,3750,7336,2.700,1.540,0.940,5,0,90.990,0,0,12,33,5,18,0
29-09 12:39:41,83.494,14.499,1.250,0,0,1402280,288992,145532,6084636,673280.197,669648.455,0,439.969,0,29.998,3487,8564,2.700,1.540,0.940,6,0,151.989,0,0,12,34,5,18,0
29-09 12:39:42,83.765,14.003,1.250,0,0,1378684,312400,145604,6084748,464990.233,463777.016,0,416.074,0,39.007,3012,6436,2.700,1.540,0.940,7,0,99.018,0,0,12,34,5,18,0
29-09 12:39:43,80.740,11.249,7.499,0,0,1311216,379624,145688,6084904,720414.830,717623.168,0,579.930,0,49.994,4324,11215,2.800,1.580,0.960,4,0,108.987,0,0,12,33,5,21,0
29-09 12:39:44,86.725,9.247,2.249,0,0,1369592,321052,145748,6085036,457933.657,455814.270,0,419.879,0,37.989,2946,7216,2.800,1.580,0.960,4,0,33.990,0,0,12,33,5,21,0
29-09 12:39:45,77.834,11.687,10.195,0,0,1378292,312096,145812,6085220,583781.354,581979.989,0,433.680,0,35.808,4314,8371,2.800,1.580,0.960,5,0,71.617,0,0,12,33,5,21,0
29-09 12:39:46,65.824,22.109,11.054,0,0,1231420,458780,145892,6085320,554664.386,552961.997,0,703.467,0,50.248,4607,9823,2.800,1.580,0.960,8,0,366.808,0,0,12,32,5,21,0
29-09 12:39:47,83.823,16.014,0.250,0,0,1372180,317940,145904,6085384,11577.026,1729.498,0,244.211,0,16.014,2094,2800,2.800,1.580,0.960,9,0,220.191,0,0,12,32,5,21,0
29-09 12:39:48,84.991,14.748,0.500,0,0,1485896,204032,145948,6085528,522809.582,499237.081,0,483.949,0,31.997,3649,8372,3.140,1.680,0.990,8,0,156.983,0,0,12,34,5,21,0
29-09 12:39:49,80.746,16.249,1.000,0,0,1482156,207672,146004,6085568,1103924.116,1100420.280,0,583.973,0,38.998,5406,15215,3.140,1.680,0.990,9,0,137.994,0,0,12,34,5,21,0
29-09 12:39:50,82.991,16.998,1.000,0,0,1368892,320496,146064,6085940,633757.188,630403.547,0,459.951,0,28.997,4063,10200,3.140,1.680,0.990,7,0,200.978,0,0,12,33,5,21,0
29-09 12:39:51,84.743,13.999,0.250,0,0,1456628,232516,146120,6086116,847678.186,843080.554,0,467.963,0,30.998,4340,11938,3.140,1.680,0.990,7,0,104.992,0,0,12,33,5,20,0
29-09 12:39:52,84.014,14.752,1.000,0,0,1420968,267980,146212,6086212,687547.758,681565.777,0,772.127,0,50.008,3450,9798,3.140,1.680,0.990,8,0,145.024,0,0,12,33,5,20,0
29-09 12:39:53,81.211,16.992,1.249,0,0,1373660,314776,146296,6086636,690356.487,688227.521,0,563.726,0,45.978,4499,11167,3.610,1.800,1.040,8,0,156.924,0,0,12,32,5,21,0
29-09 12:39:54,82.301,16.760,0.750,0,0,1428788,259476,146352,6086740,380726.050,377639.136,0,356.221,0,26.016,3726,7387,3.610,1.800,1.040,8,0,195.121,0,0,12,33,5,21,0
29-09 12:39:55,82.977,15.246,1.000,0,0,1443520,244260,146456,6087116,732065.754,729125.574,0,639.821,0,56.984,4297,10829,3.610,1.800,1.040,10,0,137.962,0,0,12,33,5,19,0
29-09 12:39:56,84.483,13.997,1.250,0,0,1449192,238240,146544,6087368,987239.590,981525.750,0,635.871,0,41.991,3951,12842,3.610,1.800,1.040,9,0,173.965,0,0,12,34,5,20,0
29-09 12:39:57,69.752,23.751,4.750,0,0,1308512,378728,146580,6087516,584706.465,581599.356,0,7084.248,0,150.005,3678,9722,3.610,1.800,1.040,6,0,368.013,0,0,12,33,5,19,0
29-09 12:39:58,47.439,14.731,37.452,0,0,1309416,377644,146628,6087640,632947.763,632073.889,0,471.393,0,27.964,4539,9406,3.640,1.830,1.050,3,0,133.828,0,0,12,34,5,20,0
29-09 12:39:59,38.018,10.755,51.024,0.250,0.250,1244912,441960,146656,6087800,385089.532,382819.456,0,304.144,0,21.010,3300,6413,3.640,1.830,1.050,1,0,133.063,0,0,12,32,5,20,0
29-09 12:40:00,13.250,20.749,64.998,0,0,1181548,505284,146668,6087828,5424.816,1943.934,0,147.995,0,12.000,2595,3891,3.640,1.830,1.050,2,0,359.988,0,0,12,32,5,20,0
29-09 12:40:01,38.992,25.994,33.743,0,0,1237980,448804,146680,6087864,4391.069,1727.634,0,151.968,0,10.998,2451,3898,3.640,1.830,1.050,2,0,402.915,0,0,12,32,5,20,0
29-09 12:40:02,45.515,5.502,48.516,0.250,0,1296448,390292,146720,6087864,43082.260,11482.801,0,1036.343,0,32.011,1880,1661,3.640,1.830,1.050,2,0,2.001,0,0,12,33,5,20,0
29-09 12:40:03,45.718,5.996,47.716,0,0.250,1309492,377156,146772,6087900,430161.167,427224.234,0,499.648,0,27.980,3127,6658,3.510,1.840,1.060,2,0,0.999,0,0,12,34,5,20,0
29-09 12:40:04,39.521,14.508,45.274,0.250,0,1218300,468136,146832,6088048,127671.538,125650.469,0,328.174,0,37.020,2745,4953,3.510,1.840,1.060,3,0,217.115,0,0,12,32,6,21,0
29-09 12:40:05,44.491,5.749,49.240,0,0,1283280,403088,146860,6088088,5882.800,1801.632,0,163.967,0,11.998,1297,1545,3.510,1.840,1.060,2,0,1.000,0,0,12,32,6,21,0
29-09 12:40:06,46.254,5.750,48.254,0,0,1311496,374832,146892,6088096,270930.758,269029.598,0,264.022,0,20.002,2713,5098,3.510,1.840,1.060,2,0,0,0,0,12,34,6,21,0
29-09 12:40:07,45.003,6.751,46.504,0.250,0,1311872,374336,146936,6088168,671797.057,670209.936,0,524.040,0,59.004,5062,10132,3.510,1.840,1.060,5,0,0,0,0,12,34,6,22,0
29-09 12:40:08,44.413,6.238,47.158,0,0,1312780,373296,146980,6088252,654611.544,652720.237,0,323.368,0,25.949,4687,9497,3.390,1.840,1.060,4,0,0,0,0,12,33,6,23,1
29-09 12:40:09,46.477,6.497,46.477,0,0,1264628,421020,147020,6088632,454325.743,452828.473,0,287.860,0,22.989,4201,7774,3.390,1.840,1.060,3,0,18.991,0,0,12,33,6,25,0
29-09 12:40:10,43.910,6.775,49.430,0,0,1258928,426688,147036,6088648,27179.853,25922.279,0,116.423,0,7.026,1432,1867,3.390,1.840,1.060,3,0,19.069,0,0,12,32,6,25,0
29-09 12:40:11,44.699,6.243,48.694,0.250,0,1307848,377836,147060,6088664,211308.573,182843.364,0,183.788,0,12.985,2621,3754,3.390,1.840,1.060,3,0,0,0,0,12,34,6,26,0
29-09 12:40:12,46.246,5.500,46.496,0,0,1309404,376000,147120,6088880,661675.758,657023.153,0,519.956,0,41.996,4463,9401,3.390,1.840,1.060,3,0,2.000,0,0,12,34,6,27,0
29-09 12:40:13,46.743,4.749,46.743,0.250,0,1309464,375748,147164,6089024,645814.065,643371.424,0,195.971,0,17.997,4725,9336,3.280,1.840,1.070,2,0,0,0,0,12,34,6,31,0
29-09 12:40:14,43.765,8.753,45.766,0.250,0,1275176,409752,147216,6089252,322349.566,319339.533,0,320.110,0,36.012,3189,6548,3.280,1.840,1.070,3,0,51.017,0,0,12,32,6,32,0
29-09 12:40:15,50.738,13.747,34.242,0,0.250,1274412,410500,147236,6089248,7858.161,2869.329,0,171.960,0,17.996,2065,4916,3.280,1.840,1.070,2,0,84.980,0,0,12,32,6,32,0
29-09 12:40:16,45.273,6.003,48.025,0.250,0,1306344,378496,147280,6089276,276957.464,274826.360,0,408.211,0,34.018,2843,5168,3.280,1.840,1.070,3,0,0,0,0,12,33,6,32,0
29-09 12:40:17,46.957,4.246,48.705,0,0,1313208,371400,147308,6089476,519351.081,518411.951,0,463.571,0,31.970,3176,7227,3.280,1.840,1.070,4,0,0,0,0,12,34,6,33,0
29-09 12:40:18,45.273,5.253,48.274,0.250,0,1313428,370912,147364,6089680,631164.000,627811.300,0,408.207,0,32.016,4526,9227,3.090,1.830,1.070,3,0,0,0,0,12,34,6,34,0
29-09 12:40:19,42.494,9.749,46.744,0,0,1261964,422344,147388,6089688,445808.924,439879.736,0,307.958,0,21.997,3640,7488,3.090,1.830,1.070,3,0,108.985,0,0,12,33,6,31,0
29-09 12:40:20,42.009,10.252,47.760,0,0,1230452,453632,147420,6089876,235632.954,232788.351,0,268.057,0,18.004,2155,4673,3.090,1.830,1.070,3,0,79.017,0,0,12,32,6,31,0
29-09 12:40:21,45.494,5.999,48.744,0,0,1288132,394900,147428,6090920,124530.686,101102.756,0,183.976,0,8.999,1784,2271,3.090,1.830,1.070,2,0,1.000,0,0,12,33,6,29,0
29-09 12:40:22,44.005,8.001,47.006,0.250,0,1257288,425276,147448,6091364,240223.827,225972.117,0,292.035,0,21.003,2535,4251,3.090,1.830,1.070,2,0,37.004,0,0,12,32,6,29,0
29-09 12:40:23,45.748,6.250,47.748,0,0,1230884,450624,147460,6092404,223192.849,220695.951,0,211.991,0,11.000,2346,4308,3.010,1.830,1.070,2,0,35.999,0,0,12,32,6,29,0
29-09 12:40:24,45.787,5.254,49.040,0.250,0,1288108,393388,147500,6092376,133658.932,131798.416,0,304.248,0,30.024,1878,2905,3.010,1.830,1.070,2,0,1.001,0,0,12,32,6,29,0
29-09 12:40:25,41.961,8.992,48.455,0.250,0,1280064,401216,147520,6092572,58798.788,56983.493,0,255.760,0,14.986,1594,2265,3.010,1.830,1.070,2,0,61.942,0,0,12,32,6,29,0
29-09 12:40:26,42.302,8.511,48.560,0,0,1271660,409580,147544,6092584,86478.974,85526.797,0,124.154,0,16.020,1570,2506,3.010,1.830,1.070,2,0,62.077,0,0,12,32,6,29,0
29-09 12:40:27,46.192,5.493,47.940,0,0,1311968,369108,147556,6092732,183304.037,180525.538,0,4969.738,0,158.800,2138,3432,3.010,1.830,1.070,2,0,0,0,0,12,33,6,30,0
29-09 12:40:28,44.542,7.007,48.296,0,0,1253440,427552,147596,6092772,509630.091,507516.095,0,304.287,0,21.020,3583,7882,2.930,1.830,1.080,2,0,22.021,0,0,12,32,6,31,1
29-09 12:40:29,42.521,7.504,48.524,0,0,1243784,437164,147616,6092796,151821.911,150108.054,0,176.088,0,11.006,2352,3700,2.930,1.830,1.080,4,0,68.034,0,0,12,32,6,31,0
29-09 12:40:30,44.995,5.749,49.244,0,0,1297744,383156,147636,6092820,54116.614,53227.719,0,175.979,0,10.999,1576,2003,2.930,1.830,1.080,3,0,0,0,0,12,32,6,31,0
29-09 12:40:31,47.248,5.000,46.498,0.250,0.250,1314732,366020,147676,6092928,406054.915,403019.058,0,327.985,0,32.998,3416,6102,2.930,1.830,1.080,4,0,0,0,0,12,33,6,32,0
