-- Logs begin at Tue 2022-10-04 16:29:57 UTC, end at Tue 2022-10-04 18:00:15 UTC. --
Oct 04 17:19:15 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Oct 04 17:19:15 ubuntu dstat.sh[75385]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Oct 04 17:19:15 ubuntu dstat.sh[75385]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Oct 04 17:19:25 ubuntu dstat.sh[75385]: 04-10 17:19:25| 17   3  74   6   0| 947M 1565M  135M 5113M|3793  1728 | 564k    0 |27.0     0 | 907  1248 |1.26 1.08 0.75|  0 1.0   0|   0     0 |   0     0 | 12    4    6    8    0
Oct 04 17:19:26 ubuntu dstat.sh[75385]: 04-10 17:19:26| 20   3  74   4   0| 968M 1543M  135M 5114M|  35k 1728 |  40k 1036k|5.00  11.0 |1367  1221 |1.26 1.08 0.75|2.0   0   0|   0     0 |   0     0 | 12    4    6    8    0
Oct 04 17:19:27 ubuntu dstat.sh[75385]: 04-10 17:19:27| 23   2  72   2   0| 988M 1522M  135M 5115M|  14k   11k|  12k 3087k|1.00   239 |2413  3841 |1.26 1.08 0.75|1.0   0 4.0|   0     0 |   0     0 | 12    6    6    8    0
Oct 04 17:19:28 ubuntu dstat.sh[75385]: 04-10 17:19:28| 16   7  65  12   0| 997M 1508M  136M 5119M|  15k   14k|   0    20M|   0  1919 |  11k   18k|1.26 1.08 0.75|2.0   0  27|   0     0 |   0     0 | 12    6    6    8    0
Oct 04 17:19:29 ubuntu dstat.sh[75385]: 04-10 17:19:29| 14   6  66  11   0|1002M 1498M  137M 5123M|  15k   14k|   0    15M|   0  1623 |9723    17k|1.24 1.08 0.75|  0 1.0  31|   0     0 |   0     0 | 12    6    6    8    0
Oct 04 17:19:30 ubuntu dstat.sh[75385]: 04-10 17:19:30| 21   6  71   1   0| 924M 1575M  137M 5123M|9240  5371 |   0  1325k|   0   183 |2555  4083 |1.24 1.08 0.75|4.0   0  82|   0     0 |   0     0 | 12    4    6    8    0
Oct 04 17:19:31 ubuntu dstat.sh[75385]: 04-10 17:19:31| 24   2  74   0   0| 973M 1526M  137M 5123M|3446  1512 |   0   332k|   0  13.0 | 969  1247 |1.24 1.08 0.75|3.0   0   0|   0     0 |   0     0 | 12    4    6    8    0
Oct 04 17:19:32 ubuntu dstat.sh[75385]: 04-10 17:19:32| 25   2  73   0   0| 998M 1501M  137M 5123M|3308  1512 |   0   376k|   0  17.0 |1039  1312 |1.24 1.08 0.75|2.0   0 2.0|   0     0 |   0     0 | 12    4    5    8    0
Oct 04 17:19:33 ubuntu dstat.sh[75385]: 04-10 17:19:33| 23   4  70   2   0| 944M 1555M  137M 5123M|5089  1728 |   0  7340k|   0   392 |2209  3097 |1.24 1.08 0.75|2.0   0  11|   0     0 |   0     0 | 12    4    5    8    0
Oct 04 17:19:34 ubuntu dstat.sh[75385]: 04-10 17:19:34| 24   3  71   1   0| 986M 1512M  138M 5123M|3973  1727 |   0  7137k|   0   415 |2097  2981 |1.22 1.08 0.75|2.0   0   0|   0     0 |   0     0 | 12    4    5    8    0
Oct 04 17:19:35 ubuntu dstat.sh[75385]: 04-10 17:19:35| 25   2  72   1   0|1000M 1499M  138M 5123M|3968  1630 |   0  7126k|   0   420 |2030  3015 |1.22 1.08 0.75|2.0   0   0|   0     0 |   0     0 | 12    4    5    8    0
Oct 04 17:19:36 ubuntu dstat.sh[75385]: 04-10 17:19:36| 16  14  68   1   0| 914M 1584M  138M 5123M|5842  3780 |   0    10M|   0   630 |3578  5342 |1.22 1.08 0.75|2.0   0 243|   0     0 |   0     0 | 12    4    5    8    0
Oct 04 17:19:37 ubuntu dstat.sh[75385]: 04-10 17:19:37| 13  18  68   0   0| 915M 1584M  138M 5123M|2814  1728 |   0   756k|   0  49.0 |2627  4147 |1.22 1.08 0.75|3.0   0 275|   0     0 |   0     0 | 12    4    5    8    0
Oct 04 17:19:38 ubuntu dstat.sh[75385]: 04-10 17:19:38| 16  18  65   0   0| 918M 1580M  138M 5124M|  21k 1728 |   0   208k|   0  14.0 |3145  4930 |1.22 1.08 0.75|1.0   0 184|   0     0 |   0     0 | 12    4    5    8    0
Oct 04 17:19:39 ubuntu dstat.sh[75385]: 04-10 17:19:39| 23  15  62   0   0| 934M 1564M  138M 5124M|  17k 1584 |   0     0 |   0     0 |2739  5715 |2.24 1.30 0.82|9.0   0  56|   0     0 |   0     0 | 12    4    5    8    0
Oct 04 17:19:40 ubuntu dstat.sh[75385]: 04-10 17:19:40| 48  13  36   2   0|1021M 1477M  138M 5125M|6472  2170 | 341k    0 |5.01     0 |1853  2595 |2.24 1.30 0.82|2.0   0 122|   0     0 |   0     0 | 12    5    5    8    0
Oct 04 17:19:41 ubuntu dstat.sh[75385]: 04-10 17:19:41| 46   4  49   1   0|1068M 1429M  138M 5125M|5254  1511 |  20k 5070k|4.00   138 |1561  1496 |2.24 1.30 0.82|2.0   0   0|   0     0 |   0     0 | 12    5    5    8    0
Oct 04 17:19:42 ubuntu dstat.sh[75385]: 04-10 17:19:42| 47   3  49   1   0|1097M 1399M  138M 5125M|3028  1802 | 352k    0 |4.00     0 |1197  1433 |2.24 1.30 0.82|2.0   0 2.0|   0     0 |   0     0 | 12    5    5    8    0
Oct 04 17:19:43 ubuntu dstat.sh[75385]: 04-10 17:19:43| 48   4  47   0   0|1120M 1374M  138M 5127M|7953  1730 |   0   392k|   0  2.00 |2567  5640 |2.24 1.30 0.82|3.0   0   0|   0     0 |   0     0 | 12    5    5    8    0
Oct 04 17:19:44 ubuntu dstat.sh[75385]: 04-10 17:19:44| 30  13  56   0   0|1139M 1354M  138M 5128M|4144  2098 |  16k    0 |4.00     0 |2395  5106 |2.14 1.29 0.83|1.0   0 141|   0     0 |   0     0 | 12    4    5    9    0
Oct 04 17:19:45 ubuntu dstat.sh[75385]: 04-10 17:19:45| 22   3  74   0   0|1180M 1314M  138M 5128M|3226  1728 |   0     0 |   0     0 | 846  1190 |2.14 1.29 0.83|1.0   0   0|   0     0 |   0     0 | 12    4    5    9    0
Oct 04 17:19:46 ubuntu dstat.sh[75385]: 04-10 17:19:46| 23   2  74   0   0|1207M 1286M  138M 5128M|3819  1846 |   0  2466k|   0  38.0 | 962  1198 |2.14 1.29 0.83|1.0   0   0|   0     0 |   0     0 | 12    4    5    9    0
Oct 04 17:19:47 ubuntu dstat.sh[75385]: 04-10 17:19:47| 25   2  73   0   0|1219M 1274M  138M 5128M|  11k 8317 |   0   792k|   0  17.0 |1113  1630 |2.14 1.29 0.83|1.0   0 1.0|   0     0 |   0     0 | 12    6    5    7    0
Oct 04 17:19:48 ubuntu dstat.sh[75385]: 04-10 17:19:48| 23   4  69   1   0|1117M 1376M  138M 5128M|  92k   59k|  16k 1811k|2.00   209 |3664  5452 |2.14 1.29 0.83|1.0   0  18|   0     0 |   0     0 | 12    4    6    9    0
Oct 04 17:19:49 ubuntu dstat.sh[75385]: 04-10 17:19:49| 24   3  74   0   0|1147M 1346M  138M 5128M|3046  1586 |   0   292k|   0  18.0 |1128  1527 |2.05 1.29 0.83|1.0   0  26|   0     0 |   0     0 | 12    4    6    9    0
Oct 04 17:19:50 ubuntu dstat.sh[75385]: 04-10 17:19:50| 19   4  73   3   0|1170M 1323M  138M 5128M|5017  1296 |  88k    0 |9.00     0 | 985  1305 |2.05 1.29 0.83|1.0   0   0|   0     0 |   0     0 | 12    4    6    9    0
Oct 04 17:19:51 ubuntu dstat.sh[75385]: 04-10 17:19:51| 23   3  72   0   0|1181M 1312M  138M 5128M|  80k   79k|   0  2459k|   0   116 |1939  3199 |2.05 1.29 0.83|1.0   0 2.0|   0     0 |   0     0 | 12   16    6    9    0
Oct 04 17:19:52 ubuntu dstat.sh[75385]: 04-10 17:19:52| 22   2  72   3   0|1190M 1302M  139M 5129M|  49k   45k| 584k  320k|60.0  12.0 |1504  2200 |2.05 1.29 0.83|2.0   0 4.0|   0     0 |   0     0 | 12   28    6   10    0
Oct 04 17:19:53 ubuntu dstat.sh[75385]: 04-10 17:19:53| 21   5  73   0   0|1162M 1330M  139M 5129M|5830  1392 |   0     0 |   0     0 |1197  1666 |2.05 1.29 0.83|2.0   0  45|   0     0 |   0     0 | 12   28    6   10    0
Oct 04 17:19:54 ubuntu dstat.sh[75385]: 04-10 17:19:54| 23   4  73   0   0|1191M 1301M  139M 5129M|  24k   23k|   0   444k|   0  4.00 |1094  1484 |1.97 1.28 0.83|1.0   0   0|   0     0 |   0     0 | 12   28    6   10    0
Oct 04 17:19:55 ubuntu dstat.sh[75385]: 04-10 17:19:55| 34  18  47   0   0|1144M 1347M  139M 5129M|  41k   40k|   0    12k|   0  3.00 |2716  6847 |1.97 1.28 0.83|2.0   0 236|   0     0 |   0     0 | 12   28    6   11    0
Oct 04 17:19:56 ubuntu dstat.sh[75385]: 04-10 17:19:56| 45   6  49   0   0|1208M 1284M  139M 5129M|2940  1514 |   0     0 |   0     0 |1177  1290 |1.97 1.28 0.83|2.0   0 2.0|   0     0 |   0     0 | 12   28    6   11    0
Oct 04 17:19:57 ubuntu dstat.sh[75385]: 04-10 17:19:57| 44   6  49   0   0|1258M 1233M  139M 5129M| 164k  161k|   0  1165k|   0  21.9 |1669  2949 |1.97 1.28 0.83|3.0   0 1.0|   0     0 |   0     0 | 12   31    6   11    0
Oct 04 17:19:58 ubuntu dstat.sh[75385]: 04-10 17:19:58| 47   5  46   0   0|1262M 1229M  139M 5129M| 529k  527k|   0   260k|   0  26.0 |4207  8323 |1.97 1.28 0.83|8.0   0 1.0|   0     0 |   0     0 | 12   33    6   11    0
Oct 04 17:19:59 ubuntu dstat.sh[75385]: 04-10 17:19:59| 51  26  22   0   0|1215M 1276M  139M 5129M|  90k   88k|   0    36k|   0  9.01 |2369  4799 |2.05 1.31 0.84|6.0   0 430|   0     0 |   0     0 | 12   32    6   11    0
Oct 04 17:20:00 ubuntu dstat.sh[75385]: 04-10 17:20:00| 86  14   0   0   0|1345M 1147M  139M 5129M|3474  1512 |   0    12k|   0  3.00 |1785  2302 |2.05 1.31 0.84|8.0   0 126|   0     0 |   0     0 | 12   32    6   11    0
Oct 04 17:20:01 ubuntu dstat.sh[75385]: 04-10 17:20:01| 89  11   0   0   0|1464M 1028M  139M 5129M| 516k  483k|   0   208k|   0  15.0 |4054  6624 |2.05 1.31 0.84|8.0   0  21|   0     0 |   0     0 | 12   35    6   11    0
Oct 04 17:20:02 ubuntu dstat.sh[75385]: 04-10 17:20:02| 78  14   8   0   0|1277M 1214M  139M 5129M| 579k  577k|   0  1349k|   0   128 |5415    11k|2.05 1.31 0.84|4.0   0 202|   0     0 |   0     0 | 12   33    6   11    0
Oct 04 17:20:03 ubuntu dstat.sh[75385]: 04-10 17:20:03| 50  12  38   0   0|1196M 1294M  139M 5129M| 234k  232k|   0   468k|   0  45.0 |2919  5985 |2.05 1.31 0.84|2.0   0 112|   0     0 |   0     0 | 12   32    6   11    0
Oct 04 17:20:04 ubuntu dstat.sh[75385]: 04-10 17:20:04| 44   5  48   0   0|1249M 1242M  139M 5129M|  75k   73k|   0   212k|   0  14.0 |1621  2166 |2.05 1.32 0.85|4.0   0 1.0|   0     0 |   0     0 | 12   33    6   11    0
Oct 04 17:20:05 ubuntu dstat.sh[75385]: 04-10 17:20:05| 45   6  48   0   0|1273M 1218M  139M 5129M| 337k  335k|   0   220k|   0  16.0 |3011  5648 |2.05 1.32 0.85|2.0   0   0|   0     0 |   0     0 | 12   33    6   11    0
Oct 04 17:20:06 ubuntu dstat.sh[75385]: 04-10 17:20:06| 33  10  57   1   0|1152M 1339M  139M 5130M| 219k  218k|   0   376k|   0  30.0 |2587  4912 |2.05 1.32 0.85|2.0   0 138|   0     0 |   0     0 | 12   32    6   11    0
Oct 04 17:20:07 ubuntu dstat.sh[75385]: 04-10 17:20:07| 23   2  73   0   0|1187M 1303M  139M 5130M|3188  1714 |   0  2283k|   0   294 |1502  1372 |2.05 1.32 0.85|1.0   0 4.0|   0     0 |   0     0 | 12   32    6   11    0
Oct 04 17:20:08 ubuntu dstat.sh[75385]: 04-10 17:20:08| 23   4  74   0   0|1210M 1280M  139M 5130M|  83k   81k|   0   124k|   0  8.00 |1147  2028 |2.05 1.32 0.85|1.0   0   0|   0     0 |   0     0 | 12   33    6   11    0
Oct 04 17:20:09 ubuntu dstat.sh[75385]: 04-10 17:20:09| 20   9  70   0   0|1149M 1341M  139M 5130M| 122k  120k|   0   776k|   0  62.0 |2564  4417 |1.96 1.32 0.85|1.0   0 143|   0     0 |   0     0 | 12   32    6    8    0
Oct 04 17:20:10 ubuntu dstat.sh[75385]: 04-10 17:20:10| 10  20  68   0   0|1146M 1345M  139M 5130M|  33k 1802 |   0   540k|   0  28.0 |2974  3522 |1.96 1.32 0.85|3.0   0 343|   0     0 |   0     0 | 12   32    6    8    0
Oct 04 17:20:11 ubuntu dstat.sh[75385]: 04-10 17:20:11| 44  32  24   0   0|1215M 1275M  139M 5130M|9869  1460 |   0   489k|   0  38.0 |2516  4718 |1.96 1.32 0.85|7.0   0 613|   0     0 |   0     0 | 12   32    6    8    0
Oct 04 17:20:12 ubuntu dstat.sh[75385]: 04-10 17:20:12| 85  15   0   0   0|1359M 1132M  139M 5130M|4024  1513 |   0  4015k|   0   167 |2321  2936 |1.96 1.32 0.85|8.0   0 112|   0     0 |   0     0 | 12   32    6    8    0
Oct 04 17:20:13 ubuntu dstat.sh[75385]: 04-10 17:20:13| 87  12   1   0   0|1462M 1028M  139M 5130M| 402k  399k|   0   288k|   0  21.0 |3154  6121 |1.96 1.32 0.85|6.0   0   0|   0     0 |   0     0 | 12   36    6    8    0
Oct 04 17:20:14 ubuntu dstat.sh[75385]: 04-10 17:20:14| 58   7  35   0   0|1466M 1024M  139M 5130M| 766k  765k|   0   251k|   0  21.9 |4658  9887 |2.05 1.34 0.86|3.0   0   0|   0     0 |   0     0 | 12   37    6   12    0
Oct 04 17:20:15 ubuntu dstat.sh[75385]: 04-10 17:20:15| 59  19  22   0   0|1425M 1064M  139M 5130M| 679k  677k|   0   412k|   0  34.0 |4788    10k|2.05 1.34 0.86|5.0   0 233|   0     0 |   0     0 | 12   36    6   13    0
Oct 04 17:20:16 ubuntu dstat.sh[75385]: 04-10 17:20:16| 85  14   1   0   0|1331M 1159M  139M 5130M| 622k  621k|   0   316k|   0  26.0 |3896  7784 |2.05 1.34 0.86|6.0   0  57|   0     0 |   0     0 | 12   32    6   13    0
Oct 04 17:20:17 ubuntu dstat.sh[75385]: 04-10 17:20:17| 89  11   0   0   0|1419M 1070M  139M 5130M| 116k  114k|   0  4440k|   0   169 |2548  3039 |2.05 1.34 0.86|6.0   0  21|   0     0 |   0     0 | 12   33    6   13    0
Oct 04 17:20:18 ubuntu dstat.sh[75385]: 04-10 17:20:18| 85  14   0   0   0|1447M 1042M  139M 5130M| 690k  689k|   0   688k|   0  47.0 |4897  8849 |2.05 1.34 0.86|7.0   0  25|   0     0 |   0     0 | 12   34    6   13    0
Oct 04 17:20:19 ubuntu dstat.sh[75385]: 04-10 17:20:19| 84  12   3   0   0|1391M 1098M  139M 5131M|1158k 1157k|   0   860k|   0  90.0 |6153    14k|2.28 1.41 0.88|7.0   0  64|   0     0 |   0     0 | 12   34    6   13    0
Oct 04 17:20:20 ubuntu dstat.sh[75385]: 04-10 17:20:20| 83  16   1   0   0|1327M 1161M  139M 5131M| 534k  533k|   0   580k|   0  55.0 |3431  8951 |2.28 1.41 0.88|6.0   0 203|   0     0 |   0     0 | 12   33    6   13    0
Oct 04 17:20:21 ubuntu dstat.sh[75385]: 04-10 17:20:21| 85  15   0   0   0|1400M 1088M  139M 5131M| 191k  189k|   0   376k|   0  38.0 |2419  4437 |2.28 1.41 0.88|6.0   0  46|   0     0 |   0     0 | 12   32    6   13    0
Oct 04 17:20:22 ubuntu dstat.sh[75385]: 04-10 17:20:22| 81  18   1   0   0|1416M 1073M  139M 5131M| 782k  780k|   0   936k|   0  56.0 |4052    12k|2.28 1.41 0.88| 10   0 266|   0     0 |   0     0 | 12   35    6   13    0
Oct 04 17:20:23 ubuntu dstat.sh[75385]: 04-10 17:20:23| 85  14   1   0   0|1528M  959M  140M 5132M|1109k 1091k|   0   660k|   0  48.0 |3782    13k|2.28 1.41 0.88|6.0   0 156|   0     0 |   0     0 | 12   36    6   14    0
Oct 04 17:20:24 ubuntu dstat.sh[75385]: 04-10 17:20:24| 86  13   0   0   0|1413M 1074M  140M 5132M| 681k  663k|   0   412k|   0  28.0 |3987  9601 |2.74 1.52 0.92|9.0   0  84|   0     0 |   0     0 | 12   33    6   12    0
Oct 04 17:20:25 ubuntu dstat.sh[75385]: 04-10 17:20:25| 73  16  10   0   0|1407M 1080M  140M 5133M| 734k  733k|   0   508k|   0  35.0 |4683    11k|2.74 1.52 0.92|3.0   0 204|   0     0 |   0     0 | 12   35    6   13    0
Oct 04 17:20:26 ubuntu dstat.sh[75385]: 04-10 17:20:26| 57   4  36   0   0|1409M 1078M  140M 5133M| 614k  612k|   0   316k|   0  23.0 |4119  8882 |2.74 1.52 0.92|3.0   0   0|   0     0 |   0     0 | 12   36    6   14    0
Oct 04 17:20:27 ubuntu dstat.sh[75385]: 04-10 17:20:27| 67  22  12   0   0|1263M 1223M  140M 5133M| 555k  554k|   0   617k|   0  55.1 |3904    10k|2.74 1.52 0.92|4.0   0 331|   0     0 |   0     0 | 12   33    6   15    0
Oct 04 17:20:28 ubuntu dstat.sh[75385]: 04-10 17:20:28| 87  13   0   0   0|1321M 1166M  140M 5133M| 108k  105k|   0   188k|   0  9.00 |1998  2594 |2.74 1.52 0.92|4.0   0  21|   0     0 |   0     0 | 12   32    6   15    0
Oct 04 17:20:29 ubuntu dstat.sh[75385]: 04-10 17:20:29| 77  10  13   0   0|1403M 1083M  140M 5133M| 615k  612k|   0   324k|   0  24.0 |3831  8214 |2.76 1.54 0.93|3.0   0   0|   0     0 |   0     0 | 12   35    6   16    0
Oct 04 17:20:30 ubuntu dstat.sh[75385]: 04-10 17:20:30| 71  19   9   0   0|1332M 1154M  140M 5133M| 870k  868k|   0   765k|   0  67.1 |6034    13k|2.76 1.54 0.93|6.0   0 287|   0     0 |   0     0 | 12   34    6   17    0
Oct 04 17:20:31 ubuntu dstat.sh[75385]: 04-10 17:20:31| 87  12   0   0   0|1340M 1146M  140M 5133M| 124k  121k|   0   368k|   0  34.0 |2804  4299 |2.76 1.54 0.93|5.0   0  72|   0     0 |   0     0 | 12   32    6   18    0
Oct 04 17:20:32 ubuntu dstat.sh[75385]: 04-10 17:20:32| 88  12   1   0   0|1455M 1030M  140M 5133M| 334k  332k|   0   288k|   0  21.0 |3418  5315 |2.76 1.54 0.93|5.0   0 2.0|   0     0 |   0     0 | 12   35    6   18    0
Oct 04 17:20:33 ubuntu dstat.sh[75385]: 04-10 17:20:33| 67  20  11   0   0|1420M 1065M  140M 5134M| 978k  975k|   0   677k|   0  58.1 |5369    12k|2.76 1.54 0.93|6.0   0 221|   0     0 |   0     0 | 12   35    6   20    0
Oct 04 17:20:34 ubuntu dstat.sh[75385]: 04-10 17:20:34| 85  13   1   0   0|1363M 1121M  140M 5134M| 922k  920k|   0   603k|   0  46.0 |4705    11k|3.02 1.61 0.96|6.0   0  92|   0     0 |   0     0 | 12   33    6   20    0
Oct 04 17:20:35 ubuntu dstat.sh[75385]: 04-10 17:20:35| 82  17   1   0   0|1358M 1127M  140M 5134M| 195k  189k|   0   304k|   0  20.0 |2502  4368 |3.02 1.61 0.96|4.0   0 124|   0     0 |   0     0 | 12   33    6   20    0
Oct 04 17:20:36 ubuntu dstat.sh[75385]: 04-10 17:20:36| 75  20   5   0   0|1312M 1172M  140M 5134M| 679k  675k|   0   576k|   0  51.0 |4432    11k|3.02 1.61 0.96|7.0   0 241|   0     0 |   0     0 | 12   34    6   20    0
Oct 04 17:20:37 ubuntu dstat.sh[75385]: 04-10 17:20:37| 85  14   0   0   0|1353M 1131M  140M 5134M| 666k  663k|   0   459k|   0  41.0 |3454  9768 |3.02 1.61 0.96|7.0   0  52|   0     0 |   0     0 | 12   33    6   20    0
Oct 04 17:20:38 ubuntu dstat.sh[75385]: 04-10 17:20:38| 83  13   4   0   0|1382M 1102M  140M 5134M| 615k  602k|   0   781k|   0  79.7 |4256  9599 |3.02 1.61 0.96|5.0   0  73|   0     0 |   0     0 | 12   33    6   21    0
Oct 04 17:20:39 ubuntu dstat.sh[75385]: 04-10 17:20:39| 78  15   6   0   0|1296M 1188M  141M 5134M| 472k  449k|   0   515k|   0  44.2 |4596  8464 |3.18 1.67 0.98|5.0   0 117|   0     0 |   0     0 | 12   32    6   22    0
Oct 04 17:20:40 ubuntu dstat.sh[75385]: 04-10 17:20:40| 84  12   3   0   0|1384M 1100M  141M 5134M| 646k  645k|   0   388k|   0  29.0 |3873  9111 |3.18 1.67 0.98|5.0   0 1.0|   0     0 |   0     0 | 12   33    6   22    0
Oct 04 17:20:41 ubuntu dstat.sh[75385]: 04-10 17:20:41| 68  22  10   0   0|1314M 1169M  141M 5135M| 688k  686k|   0   705k|   0  55.1 |4338    12k|3.18 1.67 0.98|6.0   0 409|   0     0 |   0     0 | 12   34    6   22    0
Oct 04 17:20:42 ubuntu dstat.sh[75385]: 04-10 17:20:42| 82  17   0   0   0|1317M 1166M  141M 5135M|  88k   84k|   0   328k|   0  29.0 |2479  4455 |3.18 1.67 0.98|6.0   0 291|   0     0 |   0     0 | 12   32    6   22    0
Oct 04 17:20:43 ubuntu dstat.sh[75385]: 04-10 17:20:43| 84  17   0   0   0|1462M 1021M  141M 5135M| 229k  224k|   0  1892k|   0  29.0 |2351  4192 |3.18 1.67 0.98|8.0   0 142|   0     0 |   0     0 | 12   35    6   22    0
Oct 04 17:20:44 ubuntu dstat.sh[75385]: 04-10 17:20:44| 79  16   5   0   0|1514M  968M  141M 5135M| 922k  920k|   0   599k|   0  37.0 |6039    13k|3.65 1.79 1.02|4.0   0 194|   0     0 |   0     0 | 12   37    6   22    0
Oct 04 17:20:45 ubuntu dstat.sh[75385]: 04-10 17:20:45| 77  18   4   0   0|1427M 1055M  141M 5135M|1095k 1092k|   0   653k|   0  40.0 |4894    15k|3.65 1.79 1.02| 10   0 260|   0     0 |   0     0 | 12   34    6   22    0
Oct 04 17:20:46 ubuntu dstat.sh[75385]: 04-10 17:20:46| 85  15   1   0   0|1312M 1170M  141M 5136M| 860k  858k|   0   560k|   0  34.0 |4754    10k|3.65 1.79 1.02| 10   0 179|   0     0 |   0     0 | 12   33    6   22    0
Oct 04 17:20:47 ubuntu dstat.sh[75385]: 04-10 17:20:47| 85  15   0   0   0|1391M 1091M  141M 5136M| 207k  205k|   0   288k|   0  16.0 |2558  4708 |3.65 1.79 1.02|7.0   0 125|   0     0 |   0     0 | 12   33    6   22    0
Oct 04 17:20:48 ubuntu dstat.sh[75385]: 04-10 17:20:48| 84  15   1   0   0|1405M 1077M  141M 5136M| 731k  730k|   0  5788k|   0   161 |4210  9984 |3.65 1.79 1.02| 11   0 145|   0     0 |   0     0 | 12   34    6   22    0
Oct 04 17:20:49 ubuntu dstat.sh[75385]: 04-10 17:20:49| 82  17   2   0   0|1399M 1082M  141M 5136M| 935k  933k|   0   788k|   0  64.0 |4538    13k|4.00 1.90 1.06|9.0   0 174|   0     0 |   0     0 | 12   34    6   22    0
Oct 04 17:20:50 ubuntu dstat.sh[75385]: 04-10 17:20:50| 81  18   0   0   0|1329M 1152M  141M 5136M| 471k  436k|   0   628k|   0  44.0 |4891  9118 |4.00 1.90 1.06|7.0   0 214|   0     0 |   0     0 | 12   33    6   20    0
Oct 04 17:20:51 ubuntu dstat.sh[75385]: 04-10 17:20:51| 87  12   0   0   0|1436M 1045M  141M 5136M| 610k  608k|   0   364k|   0  30.0 |3826  7792 |4.00 1.90 1.06|6.0   0  37|   0     0 |   0     0 | 12   34    6   20    0
Oct 04 17:20:52 ubuntu dstat.sh[75385]: 04-10 17:20:52| 66  14  19   0   0|1401M 1080M  141M 5137M| 924k  924k|   0   543k|   0  34.9 |5918    13k|4.00 1.90 1.06|2.0   0 135|   0     0 |   0     0 | 12   36    6   20    0
